LAT,LON,distance,RSSI_TESTER,RT_POWER,OH_POWER,LD_POWER,LDVA_POWER
37.60055,-0.9816666666666668,20.412762262924204,-68.0,-61.5785548841507,-78.920638437109,-86.429759889499,-89.294884776082
37.60055,-0.9816666666666668,20.412762262924204,-80.0,-61.522222268935,-78.920638437109,-86.429759889499,-86.384015932969
37.60055,-0.9816666666666668,20.412762262924204,-83.0,-62.366612190686304,-78.920638437109,-86.429759889499,-84.293212648914
37.60055,-0.9816666666666668,20.412762262924204,-79.0,-62.178305800484395,-78.920638437109,-86.429759889499,-88.465633113134
37.60055,-0.9816666666666668,20.412762262924204,-68.0,-60.8744242268471,-78.920638437109,-86.429759889499,-87.144635727246
37.60055,-0.9816666666666668,20.412762262924204,-69.0,-62.0624901795549,-78.920638437109,-86.429759889499,-87.305648844373
37.60055,-0.9816666666666668,20.412762262924204,-74.0,-61.2265919126515,-78.920638437109,-86.429759889499,-86.348314452089
37.60053333333333,-0.9816666666666668,20.476302503635566,-67.0,-62.133554718397,-79.148311452045,-86.680489679346,-84.781977730216
37.600516666666664,-0.9816666666666668,20.539419181656392,-82.0,-60.87213186756681,-79.374466786316,-86.929548090816,-85.816777269488
37.602016666666664,-0.98,20.541268821481765,-91.0,-73.23463825753859,-79.381094288366,-86.936846769567,-85.08050404966
37.60223333333333,-0.9803333333333334,20.556116080341997,-74.0,-72.16622027279679,-79.434293963885,-86.99543405303,-86.422505869911
37.60183333333333,-0.9798333333333332,20.571053562665146,-78.0,-73.58154732263151,-79.487816921903,-87.054377358277,-90.269525675854
37.60225,-0.9816666666666668,20.755185192477864,-79.0,-92.0206348644609,-80.147584697964,-87.780960769518,-84.267636518997
37.60245,-0.9808333333333332,20.921322284500206,-81.0,-69.99727840426,-80.742875685376,-88.436537734638,-85.772118304941
37.60208333333333,-0.982,20.934632967032503,-89.0,-95.0082077069497,-80.79056960641,-88.48906168791,-89.080783651299
37.60243333333333,-0.9806666666666668,20.945468707240327,-79.0,-73.3687968984838,-80.829395484539,-88.53181951877,-90.502165913211
37.60028333333333,-0.9808333333333332,20.949656826260465,-95.0,-85.7874376531685,-80.844402064205,-88.548345836424,-88.402468347447
37.60048333333334,-0.9818333333333332,20.968547958285733,-77.0,-59.8764032142964,-80.912091467575,-88.622890243395,-89.459933572365
37.60191666666667,-0.9821666666666666,20.978616194116334,-83.0,-85.8157549210669,-80.948167276873,-88.662619501983,-88.361398469074
37.60046666666667,-0.9818333333333332,21.018935901230982,-71.0,-58.2354190121185,-81.092638074864,-88.821721066257,-88.465593116467
37.60046666666667,-0.9818333333333332,21.018935901230982,-78.0,-58.293483283252,-81.092638074864,-88.821721066257,-86.825290866331
37.60045,-0.9818333333333332,21.06920792173725,-69.0,-61.222085709250095,-81.272769316853,-89.020094459175,-88.681810575032
37.60045,-0.9818333333333332,21.06920792173725,-73.0,-61.2467691445116,-81.272769316853,-89.020094459175,-90.701956990012
37.6025,-0.981,21.098334218773715,-84.0,-81.3660959521147,-81.377132658665,-89.135026827281,-88.691528589118
37.6007,-0.9821666666666666,21.10762348449665,-75.0,-61.8929610661324,-81.410417315916,-89.171682269824,-90.832498315155
37.6007,-0.9821666666666666,21.10762348449665,-76.0,-62.158181783040405,-81.410417315916,-89.171682269824,-92.941209607994
37.6007,-0.9821666666666666,21.10762348449665,-75.0,-61.557899756747,-81.410417315916,-89.171682269824,-87.738316288168
37.600433333333335,-0.9818333333333332,21.11923126620451,-68.0,-61.9146193530222,-81.452009519983,-89.217486576443,-91.159291099982
37.600433333333335,-0.9818333333333332,21.11923126620451,-67.0,-61.9549326884636,-81.452009519983,-89.217486576443,-88.545374079095
37.600433333333335,-0.9818333333333332,21.11923126620451,-68.0,-61.8059918105218,-81.452009519983,-89.217486576443,-85.820776484103
37.600683333333336,-0.9821666666666666,21.14521611426886,-75.0,-60.9195136516671,-81.545116638169,-89.320022786905,-90.040839361837
37.600683333333336,-0.9821666666666666,21.14521611426886,-78.0,-61.2527796886116,-81.545116638169,-89.320022786905,-92.088063421503
37.600683333333336,-0.9821666666666666,21.14521611426886,-85.0,-61.1894591307893,-81.545116638169,-89.320022786905,-87.20509426825
37.600683333333336,-0.9821666666666666,21.14521611426886,-75.0,-60.786975219309205,-81.545116638169,-89.320022786905,-88.524792190473
37.600683333333336,-0.9821666666666666,21.14521611426886,-78.0,-61.52691698351,-81.545116638169,-89.320022786905,-90.785008194343
37.600683333333336,-0.9821666666666666,21.14521611426886,-75.0,-62.20767390263581,-81.545116638169,-89.320022786905,-89.117654794407
37.600683333333336,-0.9821666666666666,21.14521611426886,-76.0,-60.543692891853006,-81.545116638169,-89.320022786905,-91.078325178089
37.600683333333336,-0.9821666666666666,21.14521611426886,-77.0,-61.614398649987194,-81.545116638169,-89.320022786905,-90.573922011168
37.600683333333336,-0.9821666666666666,21.14521611426886,-77.0,-61.6618836692729,-81.545116638169,-89.320022786905,-88.799926621017
37.6002,-0.9808333333333332,21.252085904235795,-79.0,-87.2102604411803,-81.928045110188,-89.741730978114,-89.36183274411
37.60255,-0.9806666666666668,21.355579397246736,-81.0,-71.6298854214167,-82.298875867457,-90.150116301536,-91.338061770214
37.60035,-0.9818333333333332,21.365070869908166,-90.0,-64.3797304061899,-82.332885058685,-90.187569652658,-88.869540783048
37.60045,-0.982,21.375190613750394,-73.0,-61.3588927528114,-82.369145427943,-90.227502161859,-92.309851019866
37.60045,-0.982,21.375190613750394,-66.0,-61.329390086436106,-82.369145427943,-90.227502161859,-89.572375352381
37.60045,-0.982,21.375190613750394,-67.0,-61.2840141647683,-82.369145427943,-90.227502161859,-90.460819839387
37.602583333333335,-0.9811666666666666,21.430016291788043,-84.0,-67.9086219531268,-82.565593022018,-90.443844287396,-83.80251229629
37.6026,-0.9808333333333332,21.47090645163209,-83.0,-72.51608302709779,-82.712107826946,-90.60519685814,-93.088814048259
37.60221666666666,-0.9821666666666666,21.602364244150802,-95.0,-119.203507735583,-83.183138336502,-91.123929307419,-89.722955070143
37.6013,-0.9793333333333332,21.625565985576337,-87.0,-94.4455642385843,-83.266273218633,-91.215483379084,-92.180795267169
37.6017,-0.9793333333333332,21.746464580085394,-79.0,-99.69076165332328,-83.69946873702,-91.692549233017,-91.427180531492
37.60081666666667,-0.9793333333333332,21.974859801339125,-83.0,-76.76647184084439,-84.517838765802,-92.593796776084,-88.855573565896
37.602,-0.9793333333333332,22.069576882477257,-86.0,-113.706297689076,-84.85722248842,-92.967550378255,-92.912734681321
37.59995,-0.9806666666666668,22.104830930684734,-89.0,-87.2923870686397,-84.983542366252,-93.106662852482,-95.715906604773
37.59985,-0.981,22.26028179635,-75.0,-58.966509822732895,-85.540543203268,-93.720071968397,-93.717874053324
37.59985,-0.981,22.26028179635,-82.0,-59.8777500393976,-85.540543203268,-93.720071968397,-93.730714838718
37.59985,-0.981,22.26028179635,-79.0,-58.856509117242794,-85.540543203268,-93.720071968397,-93.014751957358
37.59985,-0.981,22.26028179635,-76.0,-59.2167854867737,-85.540543203268,-93.720071968397,-93.781103968653
37.59985,-0.981,22.26028179635,-77.0,-59.283811116035,-85.540543203268,-93.720071968397,-96.712688166067
37.59985,-0.981,22.26028179635,-75.0,-59.317585088182895,-85.540543203268,-93.720071968397,-93.336853585046
37.59985,-0.981,22.26028179635,-85.0,-59.1224174609359,-85.540543203268,-93.720071968397,-94.175698822865
37.59985,-0.981,22.26028179635,-79.0,-59.500592046907606,-85.540543203268,-93.720071968397,-93.942078681378
37.59985,-0.981,22.26028179635,-78.0,-58.973237556009806,-85.540543203268,-93.720071968397,-94.604503872964
37.59985,-0.981,22.26028179635,-77.0,-59.186440419220695,-85.540543203268,-93.720071968397,-93.123486724552
37.59985,-0.981,22.26028179635,-75.0,-59.0502563225386,-85.540543203268,-93.720071968397,-94.931363050579
37.599833333333336,-0.981,22.30791942880215,-79.0,-58.991240275527296,-85.711235087393,-93.908050066053,-94.093016917513
37.599833333333336,-0.981,22.30791942880215,-80.0,-58.9418065473929,-85.711235087393,-93.908050066053,-91.998889635376
37.599833333333336,-0.981,22.30791942880215,-91.0,-58.8664202941383,-85.711235087393,-93.908050066053,-94.21188502726
37.599916666666665,-0.9803333333333334,22.374181179779594,-82.0,-87.690515679162,-85.948659630502,-94.16951893541,-94.032892207191
37.60285,-0.9815,22.399161044292676,-96.0,-83.1478495881021,-86.038165760834,-94.268089480779,-94.064289353005
37.5998,-0.9811666666666666,22.427397938504132,-69.0,-65.6207755030164,-86.139342255691,-94.379512265337,-91.181658941688
37.600316666666664,-0.9795,22.434131114075132,-102.0,-101.734503378767,-86.163468106729,-94.40608137614,-98.112006395573
37.601166666666664,-0.979,22.447501608514777,-74.0,-58.6009447283417,-86.211376341671,-94.458841347199,-93.206279264201
37.602466666666665,-0.9825,22.659280346579102,-92.0,-91.9102404809565,-86.970207332152,-95.294520247601,-97.793783717479
37.600766666666665,-0.979,22.715002140190087,-108.0,-78.6919257473989,-87.169865825841,-95.51439844519,-93.959372661956
37.60046666666667,-0.9791666666666666,22.754978293272377,-92.0,-87.94774018114569,-87.313105624682,-95.672144345253,-96.15913558553
37.5997,-0.9803333333333334,22.910547587501604,-79.0,-91.1263758892786,-87.870530806772,-96.286020780281,-96.599519432988
37.5997,-0.9803333333333334,22.910547587501604,-78.0,-88.3332681715756,-87.870530806772,-96.286020780281,-95.681823747173
37.599583333333335,-0.9805,23.09682272647514,-76.0,-92.6731341673019,-88.53797905725,-97.021062478671,-95.405215301361
37.59961666666667,-0.9801666666666669,23.195720982541367,-87.0,-96.9216254990763,-88.892344477941,-97.411314997108,-97.497050897835
37.60316666666667,-0.9803333333333334,23.20684539106709,-104.0,-101.6444086933538,-88.932204692508,-97.455211913151,-96.352964488998
37.59956666666667,-0.9803333333333334,23.21915580620752,-85.0,-93.052612062212,-88.976314524306,-97.503788811295,-96.965973816025
37.599516666666666,-0.9803333333333334,23.32699736736807,-62.0,-91.8108366892788,-89.362724979947,-97.929331611634,-95.682791713013
37.60073333333333,-0.9786666666666668,23.341313249557757,-92.0,-84.49649225421311,-89.414020663172,-97.985822082755,-94.629904908368
37.599383333333336,-0.9806666666666668,23.462847010810094,-79.0,-61.7367032235177,-89.849492067294,-98.465394304657,-95.414451008487
37.60335,-0.9811666666666666,23.477175775735226,-90.0,-62.928833976499405,-89.90083391105,-98.521935611051,-100.10363358282
37.5995,-0.98,23.536321744288884,-81.0,-90.0871627688556,-90.112761672594,-98.755325602964,-98.234252358806
37.60281666666667,-0.9791666666666666,23.5560986781811,-92.0,-95.6851545647747,-90.183625020214,-98.833365384103,-97.090554958859
37.603316666666665,-0.9816666666666668,23.556824221342204,-49.0,-106.482396833561,-90.186224736506,-98.836228377416,-99.406488297398
37.60328333333333,-0.9818333333333332,23.573207684641588,-50.0,-95.8543492109078,-90.244928833983,-98.900877523596,-96.723916415967
37.6009,-0.9835,23.63693421456004,-104.0,-112.9412236463684,-90.473269347578,-99.152342410654,-95.417937115799
37.5994,-0.9801666666666669,23.644703568967437,-93.0,-95.4098807024522,-90.501107963268,-99.183000283145,-99.370414556708
37.599266666666665,-0.981,23.674034651371997,-86.0,-88.86638930022511,-90.606205077909,-99.298740734314,-97.497493144623
37.5993,-0.9805,23.680637895654133,-73.0,-64.993414634799,-90.629865368101,-99.324797136251,-99.931874192423
37.60196666666667,-0.9835,23.713237813705067,-116.0,-115.117630797977,-90.746675149528,-99.45343641288,-103.11973953016
37.59923333333333,-0.981,23.74457449857378,-92.0,-96.3650423940485,-90.858958600807,-99.577090971372,-103.56667498709
37.599266666666665,-0.9815,23.75915057221024,-109.0,-93.6540955402898,-90.911186584107,-99.634608157942,-98.629255589197
37.603116666666665,-0.9793333333333332,23.853106552901767,-99.0,-112.637567628747,-91.247843184016,-100.00535845775,-96.962322109551
37.60355,-0.9808333333333332,23.87775044418968,-97.0,-77.6615936807274,-91.336145478223,-100.10260325277,-99.920395957947
37.59921666666666,-0.98,24.065156133343578,-83.0,-89.9713274544172,-92.007644638253,-100.84210610217,-100.24362203878
37.59941666666667,-0.9793333333333332,24.176597685730954,-103.0,-102.699975859166,-92.406954334552,-101.28185446789,-99.300075725735
37.59915,-0.98,24.18677364867085,-85.0,-96.9897061765511,-92.443416144209,-101.32200881766,-100.37683667725
37.60145,-0.978,24.19744546973329,-108.0,-113.274475813695,-92.481654678545,-101.36411982357,-97.028005633983
37.59923333333333,-0.9796666666666668,24.22652969235773,-99.0,-100.83371819002272,-92.585867262221,-101.47888616604,-100.91797491897
37.60348333333334,-0.9795,24.30450944644435,-97.0,-98.6768631688719,-92.865278947133,-101.78659427567,-101.2685265726
37.603633333333335,-0.9798333333333332,24.342927081835878,-99.0,-94.3750215176985,-93.002934372709,-101.93819026492,-100.16774509786
37.599133333333334,-0.9796666666666668,24.386472283889855,-73.0,-92.806549585129,-93.158962542049,-102.11001963223,-104.06091386344
37.59945,-0.979,24.41063258484946,-98.0,-104.156501792395,-93.245532068693,-102.20535617982,-105.84134897899
37.601083333333335,-0.9778333333333332,24.470327931549786,-110.0,-111.950228592406,-93.45942832418,-102.4409140179,-99.513562645827
37.603033333333336,-0.9833333333333332,24.479932044360254,-81.0,-94.4748152973057,-93.493841119833,-102.47881184705,-104.68403249195
37.59891666666667,-0.98,24.56685779468543,-111.0,-83.3550130980995,-93.805307482417,-102.82182085783,-108.06729623222
37.59943333333333,-0.9788333333333332,24.57863776981786,-106.0,-105.429919791502,-93.847516678106,-102.8683046397,-105.50788569598
37.5996,-0.9785,24.690872047577216,-103.0,-113.031287356551,-94.249666813367,-103.31118109974,-104.62097733329
37.59883333333333,-0.98,24.697380162379382,-79.0,-83.82692923562409,-94.272986242157,-103.33686212075,-105.58272649713
37.59876666666667,-0.9801666666666669,24.744481190677078,-93.0,-109.7792934298191,-94.441755403228,-103.52272277841,-104.15863251448
37.60365,-0.9791666666666666,24.77310002479212,-100.0,-99.3312917963993,-94.544300438846,-103.63565269783,-100.00669231191
37.599516666666666,-0.9785,24.781960289636686,-114.0,-108.095311157457,-94.576047929691,-103.67061530291,-100.43109048117
37.60086666666667,-0.9775,24.94985243027219,-96.0,-115.779168846502,-95.177627486435,-104.33311768985,-106.85803894906
37.5987,-0.9798333333333332,24.96793329252434,-97.0,-94.18290600807792,-95.242413586952,-104.4044647723,-107.79227955978
37.60245,-0.9776666666666666,24.99324728320122,-102.0,-108.38394194504198,-95.333116935144,-104.50435377951,-104.31991996277
37.5996,-0.9781666666666666,25.00960586599416,-108.0,-113.364677632598,-95.391731882504,-104.56890474721,-105.81096406692
37.603316666666665,-0.9783333333333334,25.028086711184233,-110.0,-106.905864513298,-95.45795117434,-104.64183016233,-103.98016627953
37.6016,-0.9773333333333334,25.09282012853667,-99.0,-114.555416835958,-95.689899497651,-104.89726822721,-102.10088439932
37.5986,-0.9821666666666666,25.126810970168556,-114.0,-115.565542444179,-95.81169314067,-105.03139608829,-104.12305343049
37.602666666666664,-0.9776666666666666,25.128147960239872,-107.0,-99.1386469442424,-95.816483751424,-105.03667185111,-103.62972465125
37.601933333333335,-0.9773333333333334,25.15957200086902,-113.0,-99.4075230809317,-95.929080209848,-105.16067111543,-102.20754338915
37.6034,-0.9836666666666668,25.179020798951278,-92.0,-66.2922231476128,-95.998767803831,-105.23741607266,-103.84737042691
37.602266666666665,-0.9773333333333334,25.276654090722563,-107.0,-111.645243780524,-96.34860069157,-105.62267704199,-105.26171589796
37.6038,-0.9786666666666668,25.299243609843145,-100.0,-102.8089453585557,-96.429541900897,-105.71181528444,-103.35639990098
37.603766666666665,-0.9783333333333334,25.495569869950696,-104.0,-103.581550967587,-97.13300463647,-106.48651870683,-106.01166563723
37.604533333333336,-0.9805,25.4957802698229,-91.0,-91.679477390595,-97.133758526803,-106.48734894472,-102.5584295414
37.59843333333333,-0.9826666666666668,25.55357777274118,-116.0,-112.609698911286,-97.340854559142,-106.71541789124,-108.01289065608
37.60338333333333,-0.9841666666666666,25.581758647091284,-109.0,-113.54190433389098,-97.44183032749,-106.82661962142,-102.15660529554
37.603,-0.9773333333333334,25.67491710746384,-109.0,-113.573402965265,-97.775629307512,-107.19422290605,-108.73415064457
37.59813333333334,-0.9798333333333332,25.729387292931662,-103.0,-87.1705929941987,-97.970803125091,-107.40916225791,-103.98273780018
37.6039,-0.9781666666666666,25.743677829258537,-109.0,-105.171523194196,-98.022007990766,-107.46555271425,-103.40634839512
37.603316666666665,-0.9775,25.749178569774497,-102.0,-108.781474132085,-98.041717865385,-107.48725863633,-107.32373170714
37.603566666666666,-0.9776666666666666,25.809854706957296,-101.0,-103.0200235412519,-98.259128421789,-107.72668667365,-108.93797986661
37.60385,-0.978,25.81063192790808,-105.0,-105.142911781656,-98.261913306377,-107.72975358753,-111.07582007864
37.60393333333333,-0.978,25.887101269543265,-101.0,-99.0628762929583,-98.535912985405,-108.03150160962,-104.84546098343
37.60265,-0.9768333333333332,25.940628919418653,-57.0,-102.4148073202085,-98.727709574356,-108.24272171603,-104.92898385542
37.60491666666667,-0.9805,25.987378131046995,-110.0,-94.4049636927812,-98.895218130165,-108.42719410511,-103.54709469123
37.6038,-0.9776666666666666,26.001003863846233,-104.0,-104.517087037857,-98.94404091762,-108.48096124674,-109.75281616155
37.60185,-0.9765,26.009548045787586,-72.0,-119.044521158898,-98.974655841973,-108.51467658868,-106.25426204023
37.59798333333333,-0.9791666666666666,26.11918461378584,-89.0,-109.145333488586,-99.367498042505,-108.947302486,-110.86163749979
37.60378333333333,-0.9773333333333334,26.222938163649108,-116.0,-101.2771907289312,-99.739260617579,-109.35671399376,-107.30654880441
37.605333333333334,-0.9806666666666668,26.45547195970689,-94.0,-111.424762939482,-100.5724597026,-110.274292353,-113.29219368279
37.59746666666667,-0.9798333333333332,26.488953746926505,-99.0,-101.3852283121321,-100.69242933691,-110.40641148537,-111.54633914253
37.598083333333335,-0.978,26.533423159890823,-95.0,-109.134694861115,-100.85176907514,-110.58188778893,-107.79889125596
37.6041,-0.977,26.66809625608684,-107.0,-116.15287141849998,-101.33432043941,-111.11330782652,-113.15086709553
37.60425,-0.9848333333333332,26.710409591679152,-109.0,-106.776602737131,-101.48593466968,-111.28027624877,-110.95330733552
37.60313333333333,-0.9858333333333332,26.74125981398111,-79.0,-76.8185963575557,-101.59647506179,-111.40201122597,-109.555473648
37.60313333333333,-0.9858333333333332,26.74125981398111,-75.0,-74.7403252355209,-101.59647506179,-111.40201122597,-110.65435604434
37.60313333333333,-0.9858333333333332,26.74125981398111,-77.0,-75.6360584429068,-101.59647506179,-111.40201122597,-111.89931987697
37.60313333333333,-0.9858333333333332,26.74125981398111,-79.0,-75.7984162263923,-101.59647506179,-111.40201122597,-109.94513799362
37.60313333333333,-0.9858333333333332,26.74125981398111,-73.0,-76.3408219539609,-101.59647506179,-111.40201122597,-113.9370890814
37.60313333333333,-0.9858333333333332,26.74125981398111,-87.0,-75.9354964177906,-101.59647506179,-111.40201122597,-111.79990622504
37.60313333333333,-0.9858333333333332,26.74125981398111,-74.0,-77.56459064514169,-101.59647506179,-111.40201122597,-111.39756714138
37.60313333333333,-0.9858333333333332,26.74125981398111,-73.0,-76.35229148463239,-101.59647506179,-111.40201122597,-108.78832471627
37.60313333333333,-0.9858333333333332,26.74125981398111,-76.0,-75.4444614866395,-101.59647506179,-111.40201122597,-109.55762123092
37.60313333333333,-0.9858333333333332,26.74125981398111,-76.0,-75.3580180939538,-101.59647506179,-111.40201122597,-112.91655589104
37.60313333333333,-0.9858333333333332,26.74125981398111,-72.0,-76.0204002647728,-101.59647506179,-111.40201122597,-110.61901023057
37.60313333333333,-0.9858333333333332,26.74125981398111,-76.0,-75.0936549310582,-101.59647506179,-111.40201122597,-112.37418110769
37.60313333333333,-0.9858333333333332,26.74125981398111,-79.0,-75.6792251114539,-101.59647506179,-111.40201122597,-111.31283166202
37.60313333333333,-0.9858333333333332,26.74125981398111,-75.0,-76.50521034665289,-101.59647506179,-111.40201122597,-110.76255793439
37.60313333333333,-0.9858333333333332,26.74125981398111,-81.0,-77.6475053145885,-101.59647506179,-111.40201122597,-112.07492656421
37.60561666666667,-0.981,26.74562720448579,-104.0,-79.85894236804191,-101.61212399469,-111.4192449489,-111.97831096845
37.604283333333335,-0.9851666666666666,26.92902867949209,-108.0,-107.72963039716402,-102.26927553033,-112.14294716928,-113.42965647425
37.59758333333333,-0.9778333333333332,27.024978715721982,-93.0,-117.655882989629,-102.61307709273,-112.52156601224,-109.9241337025
37.60496666666667,-0.9845,27.05619457333595,-104.0,-83.7498365531395,-102.72492760411,-112.64474378638,-110.53184114748
37.59765,-0.9773333333333334,27.19146827161373,-99.0,-113.840916005202,-103.20963100441,-113.17853379979,-112.47665243838
37.605216666666664,-0.9845,27.241963547920534,-92.0,-104.485034708363,-103.3905622012,-113.37778816009,-110.00349314341
37.60628333333333,-0.9813333333333334,27.384576123483644,-108.0,-95.0114231846629,-103.90156176121,-113.94053738327,-114.0780044363
37.597833333333334,-0.9853333333333332,27.409915828383774,-110.0,-116.565231289036,-103.99235724684,-114.0405278588,-115.35572941659
37.60686666666667,-0.9816666666666668,27.884584797396034,-114.0,-119.88788327719598,-105.6931584094,-115.91357161052,-113.97651324361
