RSSI-UP,RSSI-DW,Latitude,Longitude,x,y,z,geometry
-113.0,-116.0,37.598083333333335,-0.9815,1423.102,4.416735,252.8224,POINT (678191.2415535126 4163138.5423651543)
-117.0,,37.5981,-0.982,1378.918,4.467873,253.7226,POINT (678147.057568809 4163139.442614628)
-114.0,-118.0,37.5986,-0.9821666666666666,1363.01,13.51273,308.8874,POINT (678131.1502000955 4163194.6074137087)
-113.0,-103.0,37.5987,-0.9818333333333332,1392.201,13.3704,320.6163,POINT (678160.3409128338 4163206.336310916)
-117.0,-102.0,37.59878333333333,-0.9813333333333334,1436.146,14.38785,330.8124,POINT (678204.2859207215 4163216.5323711787)
-107.0,-99.0,37.59875,-0.9806666666666668,1495.084,12.65092,328.3796,POINT (678263.2239137955 4163214.099602637)
-93.0,-84.0,37.59876666666667,-0.9801666666666669,1539.188,12.57641,331.1787,POINT (678307.3279617787 4163216.898728823)
-79.0,-82.0,37.59883333333333,-0.98,1553.743,12.51842,338.8929,POINT (678321.8833833612 4163224.6128518917)
-80.0,-88.0,37.59903333333333,-0.9796666666666668,1582.695,2.71524,361.7187,POINT (678350.8349310851 4163247.4386642817)
-92.0,-102.0,37.599333333333334,-0.9795,1596.693,10.48933,395.3241,POINT (678364.8329525995 4163281.044071354)
-106.0,-105.0,37.59943333333333,-0.9788333333333332,1655.312,10.39363,407.6874,POINT (678423.4520340336 4163293.4074343047)
-103.0,,37.5996,-0.9785,1684.343,10.58717,426.8149,POINT (678452.4827234568 4163312.534878278)
-110.0,-116.0,37.6,-0.978,1727.53,12.06885,472.1506,POINT (678495.6699694623 4163357.8705959967)
-108.0,-102.0,37.60033333333333,-0.978,1726.733,14.07503,509.138,POINT (678494.8732058562 4163394.858044125)
-101.0,-89.0,37.60066666666667,-0.9781666666666666,1711.222,17.34235,545.8085,POINT (678479.3621947588 4163431.5285373363)
-92.0,-81.0,37.60073333333333,-0.9786666666666668,1666.92,20.8038,552.2553,POINT (678435.0601707366 4163437.97531346)
-83.0,-79.0,37.60081666666667,-0.9793333333333332,1607.864,22.81969,560.2349,POINT (678376.0042040023 4163445.954922047)
-87.0,-82.0,37.6013,-0.9793333333333332,1606.71,23.79876,613.8667,POINT (678374.8496359956 4163499.5867176037)
-79.0,-84.0,37.6017,-0.9793333333333332,1605.754,28.4259,658.2516,POINT (678373.8941218115 4163543.9716547746)
-86.0,-70.0,37.602,-0.9793333333333332,1605.037,28.09557,691.5403,POINT (678373.177480452 4163577.260359385)
-83.0,-82.0,37.6026,-0.9808333333333332,1471.179,10.46571,755.2679,POINT (678239.3194844112 4163640.9879362765)
-84.0,-88.0,37.6025,-0.981,1456.704,11.35522,743.8552,POINT (678224.8443179585 4163629.575185435)
-75.0,-64.0,37.60195,-0.9813333333333334,1428.589,15.57425,682.1929,POINT (678196.7291245677 4163567.91295315)
-63.0,-84.0,37.601616666666665,-0.9806666666666668,1488.241,21.25447,646.4715,POINT (678256.3807914451 4163532.191522814)
-99.0,-84.0,37.60155,-0.9803333333333334,1517.828,19.7194,639.7072,POINT (678285.9680620121 4163525.4271948817)
-78.0,-76.0,37.60175,-0.98,1546.779,21.80729,662.5329,POINT (678314.9185857503 4163548.25292637)
-82.0,-68.0,37.601933333333335,-0.9803333333333334,1516.913,18.41131,682.2427,POINT (678285.0528095651 4163567.962754458)
-63.0,-87.0,37.602133333333335,-0.9806666666666668,1487.007,15.24703,703.8021,POINT (678255.1473904031 4163589.522057744)
-79.0,-87.0,37.60243333333333,-0.9806666666666668,1486.291,11.86354,737.0908,POINT (678254.4312153854 4163622.810757469)
-81.0,-77.0,37.60255,-0.9806666666666668,1486.013,12.31127,750.0364,POINT (678254.152701555 4163635.756363318)
-74.0,-78.0,37.60223333333333,-0.9803333333333334,1516.197,16.19203,715.5314,POINT (678284.336519459 4163601.2514549484)
-91.0,-83.0,37.602016666666664,-0.98,1546.142,21.56278,692.1229,POINT (678314.2817811337 4163577.8428830435)
-78.0,-76.0,37.60183333333333,-0.9798333333333332,1561.294,22.59004,672.0964,POINT (678329.4335917463 4163557.816460147)
-74.0,-94.0,37.601166666666664,-0.979,1636.456,26.88175,599.7053,POINT (678404.5964193397 4163485.425315525)
-108.0,,37.600766666666665,-0.979,1637.412,22.66779,555.3204,POINT (678405.5520797031 4163441.0403795294)
-92.0,-98.0,37.60046666666667,-0.9791666666666666,1623.415,22.18928,521.7149,POINT (678391.5545407039 4163407.4348800476)
-93.0,-85.0,37.59981666666667,-0.9798333333333332,1566.11,10.59493,448.3224,POINT (678334.2497081936 4163334.0424421243)
-99.0,,37.59923333333333,-0.9796666666666668,1582.217,10.28961,383.9111,POINT (678350.3572786844 4163269.631123879)
-111.0,-69.0,37.59891666666667,-0.98,1553.544,11.77874,348.1397,POINT (678321.6843955745 4163233.8597092144)
-62.0,-71.0,37.599516666666666,-0.9803333333333334,1522.683,6.54717,414.0838,POINT (678290.8227455245 4163299.8038324807)
-85.0,,37.59956666666667,-0.9803333333333334,1522.563,6.47295,419.632,POINT (678290.7033707616 4163305.3519471316)
-73.0,-90.0,37.5993,-0.9805,1508.485,24.76607,389.7254,POINT (678276.6255290265 4163275.445416262)
-92.0,-109.0,37.59923333333333,-0.981,1464.501,29.61887,381.3783,POINT (678232.6411274199 4163267.0983284465)
-109.0,-84.0,37.599266666666665,-0.9815,1420.278,36.32334,384.1277,POINT (678188.418040487 4163269.8477039966)
-86.0,-88.0,37.599266666666665,-0.981,1464.422,33.82694,385.0771,POINT (678232.5615710737 4163270.797070995)
-79.0,-91.0,37.599383333333336,-0.9806666666666668,1493.572,26.26758,398.6557,POINT (678261.7120996955 4163284.375712859)
-76.0,-78.0,37.599583333333335,-0.9805,1507.809,10.49654,421.1647,POINT (678275.9491294668 4163306.884731314)
-79.0,-72.0,37.5997,-0.9803333333333334,1522.245,8.816832,434.4269,POINT (678290.3850373948 4163320.146919733)
-93.0,-83.0,37.5994,-0.9801666666666669,1537.676,7.522046,401.4548,POINT (678305.8157723362 4163287.1748447884)
-85.0,-82.0,37.59915,-0.98,1552.987,7.357431,374.0309,POINT (678321.1272277597 4163259.750910324)
-73.0,-87.0,37.599133333333334,-0.9796666666666668,1582.456,10.71253,372.8149,POINT (678350.5961051572 4163258.5348939984)
-103.0,-109.0,37.59941666666667,-0.9793333333333332,1611.208,10.54783,404.8877,POINT (678379.3483981157 4163290.607673925)
-98.0,-108.0,37.59945,-0.979,1640.558,10.49996,409.22,POINT (678408.6977334733 4163294.9399838718)
-114.0,-107.0,37.599516666666666,-0.9785,1684.542,10.49845,417.568,POINT (678452.6818622819 4163303.2880178154)
-108.0,-104.0,37.5996,-0.9781666666666666,1713.772,10.45336,427.4487,POINT (678481.911625958 4163313.168707047)
-103.0,-110.0,37.5998,-0.9778333333333332,1742.722,11.27598,450.2751,POINT (678510.8624374914 4163335.9951083655)
-113.0,-108.0,37.60008333333333,-0.9778333333333332,1742.045,12.50671,481.7144,POINT (678510.1851360146 4163367.4344390514)
-109.0,-102.0,37.600433333333335,-0.9778333333333332,1741.208,8.762428,520.5513,POINT (678509.3484634404 4163406.2712611426)
-100.0,-108.0,37.600766666666665,-0.9778333333333332,1740.412,10.2306,557.5387,POINT (678508.5516262068 4163443.2587126317)
-110.0,-111.0,37.601083333333335,-0.9778333333333332,1739.655,12.35291,592.6768,POINT (678507.7946252227 4163478.3967932463)
-108.0,-107.0,37.60145,-0.978,1724.064,22.46218,633.046,POINT (678492.2040036314 4163518.7660087133)
-106.0,-98.0,37.60178333333333,-0.978,1723.267,22.07734,670.0334,POINT (678491.4072136706 4163555.753464818)
-107.0,-98.0,37.602133333333335,-0.978,1722.431,26.5815,708.8703,POINT (678490.5705776913 4163594.590295703)
-102.0,-102.0,37.60245,-0.9776666666666666,1751.101,26.42785,744.6424,POINT (678519.241396052 4163630.362384966)
-107.0,,37.602666666666664,-0.9776666666666666,1750.583,25.47647,768.6843,POINT (678518.7233859722 4163654.404236073)
-110.0,-112.0,37.603316666666665,-0.9783333333333334,1690.174,23.34189,839.5419,POINT (678458.3144648202 4163725.261883636)
-104.0,-104.0,37.603766666666665,-0.9783333333333334,1689.099,17.47031,889.475,POINT (678457.2389286805 4163775.1949610375)
-101.0,-103.0,37.60393333333333,-0.978,1718.128,16.24557,908.6026,POINT (678486.2677728625 4163794.3226007633)
-104.0,-101.0,37.6038,-0.9776666666666666,1747.874,15.91085,894.4417,POINT (678516.0137530668 4163780.1616237247)
-116.0,-103.0,37.60378333333333,-0.9773333333333334,1777.341,15.40152,893.2264,POINT (678545.4808571108 4163778.946365111)
-107.0,-101.0,37.6041,-0.977,1806.011,13.42046,928.9987,POINT (678574.1507492427 4163814.71868566)
-96.0,-102.0,37.60425,-0.9766666666666668,1835.079,12.20535,946.2774,POINT (678603.2190702816 4163831.9973767726)
