time,COUNTER_TESTER,RSSI_TESTER,SNR_TESTER,RSSI_ANALIZADOR,LAT,LON,ALT,SAT,DISTANCIA,LD
2022-12-05T10:49:16Z,329.0,-121.0,-5.8,-89.52,37.605537,-0.975547,33.3,12,639.9079109925603,28.061174792567268
2022-12-05T10:49:20Z,330.0,-117.0,-7.5,-90.38,37.605512,-0.975525,31.7,14,639.4443142990151,28.058027301349952
2022-12-05T10:49:24Z,331.0,-117.0,-4.2,-91.07,37.605465,-0.975522,30.0,12,636.1136746277074,28.03534731768202
2022-12-05T10:49:28Z,332.0,-117.0,-10.8,-90.25,37.60543,-0.975498,29.0,13,635.0776826102091,28.028268513793915
2022-12-05T10:49:32Z,333.0,-119.0,-2.2,-89.43,37.6054,-0.97547,28.4,12,634.7033161172583,28.025707673665234
2022-12-05T10:49:36Z,334.0,-119.0,-4.8,-90.84,37.605373,-0.975427,28.3,12,635.5716052754689,28.03164486478012
2022-12-05T10:49:40Z,335.0,-121.0,-9.2,-87.96,37.605338,-0.975408,28.3,13,634.2911957579471,28.022886832400026
2022-12-05T10:49:44Z,336.0,-116.0,-4.0,-88.3,37.605303,-0.97538,27.3,12,633.6415267983785,28.01843631757575
2022-12-05T10:49:48Z,337.0,-100.0,-4.0,-87.38,37.605282,-0.975362,23.2,13,633.3484954892019,28.016427432254936
2022-12-05T10:49:52Z,338.0,-116.0,-3.8,-88.17,37.605268,-0.97533,20.9,13,634.51426523961,28.024413904105554
2022-12-05T10:49:58Z,340.0,-117.0,-3.5,-85.63,37.60525,-0.975283,17.4,11,636.4329053833585,28.03752625809519
2022-12-05T10:50:07Z,342.0,-116.0,-6.8,-85.14,37.605167,-0.975233,16.4,11,634.0623864303842,28.02131990925112
2022-12-05T10:50:11Z,343.0,-117.0,-5.5,-84.08,37.605128,-0.975225,16.1,11,631.9278248144221,28.006674784804886
2022-12-05T10:50:15Z,344.0,-117.0,-7.5,-83.17,37.605092,-0.975202,15.9,13,631.0661720051111,28.00074900654466
2022-12-05T10:50:22Z,346.0,-115.0,1.5,-79.5,37.605012,-0.975172,16.4,13,627.7736612029169,27.97803090538614
2022-12-05T10:50:26Z,347.0,-117.0,0.5,-79.28,37.60497,-0.975173,16.9,14,624.9075238169968,27.958157535560847
2022-12-05T10:50:33Z,349.0,-117.0,0.0,-79.54,37.604898,-0.97513,16.2,14,623.237070631353,27.946532776103044
2022-12-05T10:50:37Z,350.0,-110.0,2.8,-79.16,37.604862,-0.975103,16.4,14,622.8426238835875,27.943783256109498
2022-12-05T10:50:41Z,351.0,-116.0,3.5,-74.92,37.604817,-0.975078,16.3,14,621.7654764002897,27.93626604125479
2022-12-05T10:50:45Z,352.0,-116.0,-0.8,-79.34,37.60477,-0.975052,15.8,14,620.6818209048862,27.928690255588915
2022-12-05T10:50:48Z,353.0,-121.0,5.2,-80.12,37.604738,-0.97505,14.6,14,618.8263827314439,27.915688209136185
2022-12-05T10:50:52Z,354.0,-113.0,2.5,-79.39,37.6047,-0.975068,14.5,14,615.1502647894929,27.88981215283897
2022-12-05T10:50:56Z,355.0,-121.0,2.5,-79.98,37.604663,-0.975097,13.5,14,610.7396950072188,27.858561478693673
2022-12-05T10:51:00Z,356.0,-117.0,0.5,-76.36,37.604647,-0.975145,12.7,14,606.2331102909935,27.826396522955157
2022-12-05T10:51:04Z,357.0,-119.0,2.0,-77.86,37.604622,-0.97519,12.5,14,601.3912931210127,27.791571361408348
2022-12-05T10:51:08Z,358.0,-112.0,2.0,-76.48,37.604607,-0.975237,12.2,14,597.0208897501799,27.759895273513283
2022-12-05T10:51:12Z,359.0,-121.0,5.2,-75.65,37.604602,-0.975292,13.1,13,592.6883102862622,27.728263616438834
2022-12-05T10:51:16Z,360.0,-114.0,-3.2,-80.07,37.604603,-0.975345,13.6,14,588.8855864060325,27.70030924635629
2022-12-05T10:51:20Z,361.0,-121.0,1.5,-83.85,37.60461,-0.975402,14.0,14,585.1840214425669,27.67292459124391
2022-12-05T10:51:24Z,362.0,-115.0,-0.5,-82.48,37.604617,-0.975458,14.2,14,581.5755409071257,27.64606133283518
2022-12-05T10:51:28Z,363.0,-119.0,-0.8,-81.09,37.604618,-0.975508,14.2,14,578.0341909164848,27.619535278447373
2022-12-05T10:51:32Z,364.0,-117.0,4.2,-80.56,37.604608,-0.975553,14.2,14,574.1548604956917,27.590290456870733
2022-12-05T10:51:36Z,365.0,-117.0,-1.5,-77.48,37.604592,-0.975603,14.8,14,569.5327614578814,27.555187112266104
2022-12-05T10:51:40Z,366.0,-104.0,-3.0,-81.6,37.60457,-0.975653,14.9,13,564.5248120662665,27.516830348467302
2022-12-05T10:51:44Z,367.0,-117.0,2.0,-79.41,37.604552,-0.9757,14.7,14,559.9913349353084,27.48181306972458
2022-12-05T10:51:48Z,368.0,-116.0,-0.2,-81.42,37.604533,-0.975743,14.4,15,555.6804571256918,27.4482512323541
2022-12-05T10:51:52Z,369.0,-115.0,2.5,-82.35,37.604528,-0.975785,14.4,15,552.3516255987506,27.422156364969936
2022-12-05T10:51:56Z,370.0,-112.0,-1.5,-82.18,37.60452,-0.975827,14.3,15,548.8320235584192,27.394394438957775
2022-12-05T10:52:00Z,371.0,-116.0,-2.5,-84.82,37.604505,-0.975882,14.1,15,543.9319834190163,27.355445962558917
2022-12-05T10:52:04Z,372.0,-111.0,0.2,-79.17,37.604482,-0.975952,13.4,14,537.4441077477779,27.303333058734736
2022-12-05T10:52:08Z,373.0,-117.0,0.0,-79.65,37.604468,-0.976008,13.4,15,532.5480344025685,27.263587860734837
2022-12-05T10:52:12Z,374.0,-104.0,-1.2,-78.66,37.60445,-0.976048,12.6,14,528.5238666016725,27.23064603562792
2022-12-05T10:52:15Z,375.0,-113.0,2.0,-77.61,37.60444,-0.976103,12.3,15,523.9714279564349,27.193076056494284
2022-12-05T10:52:20Z,376.0,-111.0,2.8,-80.51,37.604415,-0.976165,12.2,15,517.9313058002485,27.14272162273726
2022-12-05T10:52:23Z,377.0,-107.0,4.2,-78.28,37.604402,-0.976202,11.0,15,514.4560579459621,27.113482855968268
2022-12-05T10:52:27Z,378.0,-117.0,2.5,-80.8,37.604388,-0.976257,10.5,14,509.64986878813687,27.07271916736786
2022-12-05T10:52:31Z,379.0,-117.0,1.5,-77.29,37.604373,-0.976307,10.4,14,505.1322224095567,27.034050730625676
2022-12-05T10:52:35Z,380.0,-107.0,5.0,-78.89,37.60436,-0.976355,9.7,12,500.8933283615823,26.9974524715159
2022-12-05T10:52:39Z,381.0,-113.0,6.8,-79.15,37.604357,-0.97641,9.2,14,496.8505240551443,26.96225752230264
2022-12-05T10:52:43Z,382.0,-108.0,7.0,-81.56,37.604372,-0.97648,7.9,14,493.02272316604603,26.928669361498542
2022-12-05T10:52:47Z,383.0,-110.0,6.0,-77.73,37.60441,-0.976495,6.3,13,494.6266398562921,26.94277503111048
2022-12-05T10:52:51Z,384.0,-104.0,-2.0,-78.49,37.604453,-0.976493,6.2,14,497.77648612682174,26.970343776350482
2022-12-05T10:52:55Z,385.0,-121.0,3.2,-80.47,37.604508,-0.976483,6.2,15,502.3472029309538,27.010039884507606
2022-12-05T10:52:59Z,386.0,-113.0,0.8,-80.35,37.604548,-0.976488,5.6,14,504.86579383737995,27.031759469463964
2022-12-05T10:53:03Z,387.0,-116.0,1.5,-81.6,37.604588,-0.976495,5.6,14,507.2774162878091,27.052455281957698
2022-12-05T10:53:07Z,388.0,-119.0,-1.2,-79.16,37.604622,-0.976523,5.4,14,507.8833894776139,27.057640092921172
2022-12-05T10:53:11Z,389.0,-115.0,-1.0,-82.4,37.604645,-0.97654,5.2,15,508.44391514390554,27.062430542364197
2022-12-05T10:53:19Z,391.0,-116.0,4.0,-79.4,37.604618,-0.97659,6.0,14,503.1536204209849,27.017006019850044
2022-12-05T10:53:23Z,392.0,-115.0,2.2,-77.3,37.604602,-0.976637,8.3,15,498.8743338380943,26.9799116086598
2022-12-05T10:53:27Z,393.0,-121.0,5.2,-78.48,37.604567,-0.976675,10.8,15,493.7855781997542,26.935384015138357
2022-12-05T10:53:31Z,394.0,-109.0,4.8,-79.81,37.604517,-0.976715,13.2,13,487.46175148250654,26.879405446052957
2022-12-05T10:53:35Z,395.0,-119.0,1.2,-78.95,37.60448,-0.976757,16.2,14,481.96496365499604,26.830154684372868
2022-12-05T10:53:39Z,396.0,-103.0,1.0,-78.89,37.604455,-0.976795,19.0,14,477.61410472783353,26.790771437390188
2022-12-05T10:53:42Z,397.0,-117.0,1.2,-79.16,37.60443,-0.97683,21.3,14,473.4618722434089,26.752850111301903
2022-12-05T10:53:46Z,398.0,-117.0,-4.8,-81.15,37.604398,-0.976875,23.9,13,468.13377905963597,26.7036997958059
2022-12-05T10:53:50Z,399.0,-117.0,0.2,-81.52,37.60437,-0.976922,26.6,14,462.9669628223718,26.655500010052986
2022-12-05T10:53:54Z,400.0,-116.0,-0.8,-82.89,37.6043,-0.976963,31.5,14,455.1253070805822,26.581309849677783
2022-12-05T10:53:58Z,401.0,-117.0,-4.0,-79.48,37.604238,-0.976992,35.7,14,448.6928418970241,26.519491411858034
2022-12-05T10:54:02Z,402.0,-117.0,4.0,-77.96,37.604203,-0.977042,37.2,15,442.8144153162694,26.46221750396405
2022-12-05T10:54:06Z,403.0,-114.0,2.5,-79.35,37.604165,-0.977107,39.6,12,435.71376235329546,26.392012776766318
2022-12-05T10:54:10Z,404.0,-107.0,5.0,-75.56,37.604237,-0.977187,38.9,13,435.6842349291487,26.39171845436905
2022-12-05T10:54:14Z,405.0,-116.0,4.2,-74.6,37.60432,-0.977298,42.0,13,434.77586038426773,26.382654231949832
2022-12-05T10:54:18Z,406.0,-107.0,1.2,-73.36,37.604358,-0.977382,41.0,15,432.41692898920184,26.35902688108921
2022-12-05T10:54:22Z,407.0,-111.0,3.5,-71.72,37.604358,-0.977407,40.2,15,430.8551761561437,26.343313147877943
2022-12-05T10:54:26Z,408.0,-108.0,6.8,-71.77,37.604358,-0.977408,40.1,15,430.79282260412407,26.34268458949551
2022-12-05T10:54:30Z,409.0,-117.0,6.0,-71.37,37.604355,-0.97741,40.2,15,430.4323441225331,26.33904898220973
2022-12-05T10:54:34Z,410.0,-101.0,4.8,-73.1,37.604353,-0.97742,40.3,15,429.6517882053308,26.331166236604208
2022-12-05T10:54:38Z,411.0,-117.0,3.0,-76.52,37.604347,-0.977432,40.3,15,428.43232566035647,26.31882231362153
2022-12-05T10:54:42Z,412.0,-107.0,5.0,-79.49,37.604347,-0.977433,40.4,14,428.37007260681224,26.318191219270297
2022-12-05T10:54:46Z,413.0,-117.0,5.5,-74.94,37.604347,-0.977435,40.4,15,428.24559374813805,26.31692903171199
2022-12-05T10:54:50Z,414.0,-112.0,4.2,-73.35,37.604347,-0.97744,40.4,15,427.93455573546316,26.313773571997324
2022-12-05T10:54:54Z,415.0,-107.0,6.5,-74.16,37.604345,-0.977507,40.0,15,423.62969326969545,26.269863932938623
2022-12-05T10:54:58Z,416.0,-103.0,4.5,-73.97,37.604325,-0.977565,40.1,15,418.47186824040307,26.216662678762095
2022-12-05T10:55:02Z,417.0,-117.0,4.2,-71.86,37.604293,-0.977608,39.7,15,413.2792831072999,26.16243635483293
2022-12-05T10:55:06Z,418.0,-110.0,2.5,-73.03,37.60426,-0.977625,39.1,15,409.60150929339767,26.123615482524094
2022-12-05T10:55:10Z,419.0,-121.0,6.5,-71.84,37.604217,-0.977635,38.7,14,405.56860317890727,26.080643270108652
2022-12-05T10:55:13Z,420.0,-115.0,2.8,-73.21,37.60419,-0.97765,37.6,14,402.50406753109337,26.04770273517261
2022-12-05T10:55:17Z,421.0,-117.0,5.5,-73.27,37.604147,-0.97768,37.2,12,397.249758881431,25.99063642275904
2022-12-05T10:55:21Z,422.0,-108.0,4.2,-70.73,37.604115,-0.977725,37.1,14,391.929243710991,25.932076694706616
2022-12-05T10:55:25Z,423.0,-119.0,6.0,-72.22,37.604078,-0.977773,36.6,12,386.02848065814686,25.866193475121154
2022-12-05T10:55:29Z,424.0,-109.0,4.2,-74.26,37.604042,-0.977822,36.9,14,380.1442971237913,25.79948479641275
2022-12-05T10:55:34Z,425.0,-121.0,7.5,-72.73,37.604018,-0.977888,37.1,13,374.15490805490646,25.73051446544707
2022-12-05T10:55:38Z,426.0,-109.0,6.2,-76.51,37.603993,-0.977928,36.3,14,369.70094112552636,25.678505561319454
2022-12-05T10:55:41Z,427.0,-117.0,4.5,-74.57,37.603992,-0.97797,35.8,13,367.0378429594866,25.647108439283855
2022-12-05T10:55:45Z,428.0,-103.0,6.0,-72.07,37.604003,-0.978032,35.6,14,364.14827521768456,25.612782572664912
2022-12-05T10:55:49Z,429.0,-119.0,6.0,-72.89,37.60399,-0.978087,35.1,14,359.7802343792803,25.56037300377508
2022-12-05T10:55:53Z,430.0,-113.0,4.5,-73.42,37.603947,-0.978133,34.8,14,353.51759567763594,25.48411034867073
2022-12-05T10:55:58Z,431.0,-119.0,6.8,-72.4,37.603895,-0.978182,33.7,14,346.34322502481615,25.395066966267763
2022-12-05T10:56:02Z,432.0,-102.0,5.2,-74.06,37.603872,-0.978213,33.0,12,342.6089626438509,25.34798719913363
2022-12-05T10:56:05Z,433.0,-111.0,5.2,-72.81,37.603863,-0.978218,32.9,14,341.57686844112453,25.334884526243332
2022-12-05T10:56:09Z,434.0,-98.0,7.0,-70.55,37.603838,-0.97821,32.2,15,340.0372075747507,25.315264410431052
2022-12-05T10:56:13Z,435.0,-105.0,5.0,-69.6,37.603853,-0.978197,28.2,15,342.0360133418656,25.340718357994717
2022-12-05T10:56:17Z,436.0,-107.0,6.5,-71.78,37.603823,-0.97819,27.8,15,340.04951306763087,25.315421572966162
2022-12-05T10:56:21Z,437.0,-115.0,5.5,-72.23,37.603795,-0.978188,27.3,15,337.9364502243631,25.288350378167607
2022-12-05T10:56:25Z,438.0,-102.0,0.0,-72.61,37.603765,-0.978178,26.6,15,336.17752095000736,25.26568670276098
2022-12-05T10:56:29Z,439.0,-114.0,5.8,-72.74,37.603747,-0.978192,25.9,15,333.8882279855659,25.236011072513293
2022-12-05T10:56:33Z,440.0,-103.0,4.5,-69.82,37.60373,-0.97823,25.3,14,330.1866794382369,25.187595487476116
2022-12-05T10:56:37Z,441.0,-101.0,7.5,-71.53,37.603717,-0.978265,24.7,13,326.9910006082421,25.145358002444958
2022-12-05T10:56:41Z,442.0,-107.0,5.2,-67.33,37.603725,-0.978317,24.0,15,324.4356045388729,25.11128508936967
2022-12-05T10:56:45Z,443.0,-109.0,5.8,-68.83,37.603752,-0.978368,22.9,14,323.53286136894303,25.09918398718455
2022-12-05T10:56:49Z,444.0,-102.0,6.8,-70.39,37.603773,-0.978432,22.2,15,321.45630098642334,25.071219429511874
2022-12-05T10:56:53Z,445.0,-119.0,4.5,-72.15,37.603768,-0.978478,21.8,15,318.3474715619271,25.029014048797297
2022-12-05T10:56:57Z,446.0,-105.0,5.2,-63.23,37.603725,-0.978498,21.3,15,313.5997770637806,24.96375745275142
2022-12-05T10:57:01Z,447.0,-115.0,7.0,-65.22,37.603687,-0.97851,20.2,15,309.7484626305031,24.910091595267257
2022-12-05T10:57:05Z,448.0,-103.0,4.5,-68.3,37.603638,-0.978505,19.0,15,306.02658854827155,24.8575916098534
2022-12-05T10:57:09Z,449.0,-123.0,6.8,-71.15,37.603595,-0.97848,18.3,15,304.0578030665751,24.829561532355218
2022-12-05T10:57:17Z,451.0,-117.0,2.8,-74.0,37.603505,-0.97846,17.9,15,298.16131911369115,24.744513011387596
2022-12-05T10:57:21Z,452.0,-106.0,4.8,-76.69,37.60346,-0.978457,18.2,15,294.8555438537273,24.696092977656747
2022-12-05T10:57:25Z,453.0,-119.0,5.0,-76.71,37.60342,-0.978448,18.7,15,292.3645513477561,24.659247140883554
2022-12-05T10:57:29Z,454.0,-111.0,4.2,-78.24,37.603383,-0.978435,20.4,14,290.4078997298416,24.630084259482196
2022-12-05T11:01:01Z,455.0,-106.0,8.0,-74.48,37.601568,-0.977987,22.5,14,253.85845565197118,24.04591633692299
2022-12-05T11:01:05Z,456.0,-110.0,5.2,-76.08,37.601538,-0.977982,22.5,14,254.3982196493158,24.055140676714096
2022-12-05T11:01:09Z,457.0,-115.0,4.2,-78.05,37.601507,-0.977982,22.4,15,254.5467197003633,24.057675047313985
2022-12-05T11:01:13Z,458.0,-105.0,5.2,-76.62,37.601477,-0.977975,22.3,14,255.3504216539827,24.071365793321377
2022-12-05T11:01:17Z,459.0,-121.0,5.8,-77.69,37.601455,-0.977972,22.1,14,255.77928877209254,24.078653754196058
2022-12-05T11:01:21Z,460.0,-101.0,3.2,-78.45,37.601482,-0.977985,22.3,13,254.4365405783637,24.055794821020232
2022-12-05T11:01:25Z,461.0,-111.0,6.2,-80.74,37.601522,-0.977993,21.9,13,253.5006161124795,24.039790191877962
2022-12-05T11:01:29Z,462.0,-113.0,4.8,-77.36,37.601567,-0.978003,21.2,14,252.45151698164193,24.02177984715707
2022-12-05T11:01:33Z,463.0,-111.0,5.2,-77.16,37.60161,-0.978012,21.1,14,251.58986666701549,24.00693144963914
2022-12-05T11:01:36Z,464.0,-102.0,2.2,-76.57,37.60164,-0.978007,21.8,14,252.03630847461167,24.014631099652807
2022-12-05T11:01:40Z,465.0,-107.0,5.0,-77.56,37.60168,-0.978013,22.8,14,251.58425295905678,24.006834544719172
2022-12-05T11:01:44Z,466.0,-103.0,6.0,-77.55,37.601723,-0.97802,23.2,13,251.13811507034077,23.99912630309622
2022-12-05T11:01:48Z,467.0,-100.0,5.2,-78.0,37.601763,-0.978027,23.0,14,250.76269771011067,23.992629333407642
2022-12-05T11:01:52Z,468.0,-97.0,5.5,-76.46,37.601802,-0.978033,23.2,13,250.5461518215996,23.98887736731343
2022-12-05T11:01:56Z,469.0,-119.0,4.0,-76.55,37.601845,-0.978035,23.9,14,250.8002926398422,23.99328038904271
2022-12-05T11:02:00Z,470.0,-103.0,3.5,-79.08,37.601887,-0.97804,24.4,14,250.8697499695582,23.99448296972938
2022-12-05T11:02:04Z,471.0,-115.0,7.8,-74.16,37.601928,-0.978043,24.8,15,251.18636411453028,23.9999605962506
2022-12-05T11:02:08Z,472.0,-111.0,6.0,-74.36,37.601975,-0.978052,25.1,15,251.16685520652692,23.99962327936789
2022-12-05T11:02:12Z,473.0,-107.0,7.0,-72.78,37.602018,-0.978062,25.3,14,251.09330205986723,23.99835128016639
2022-12-05T11:02:16Z,474.0,-100.0,5.0,-68.5,37.602057,-0.978065,25.6,14,251.63286578262668,24.00767363704356
2022-12-05T11:02:20Z,475.0,-110.0,7.8,-68.33,37.602092,-0.97806,26.7,14,252.8429868724978,24.028509120725182
2022-12-05T11:02:24Z,476.0,-98.0,7.2,-65.15,37.60213,-0.97804,26.7,14,255.47064483014208,24.073410041939635
2022-12-05T11:02:28Z,477.0,-103.0,8.5,-64.75,37.60217,-0.978007,26.6,13,259.31852793869695,24.13833547598784
2022-12-05T11:02:32Z,478.0,-105.0,9.2,-64.6,37.602208,-0.977973,26.6,15,263.24758200147005,24.203643907663878
2022-12-05T11:02:36Z,479.0,-105.0,9.8,-63.61,37.602245,-0.97795,27.0,15,266.2544594219701,24.252968903853308
2022-12-05T11:02:40Z,480.0,-93.0,7.8,-64.44,37.602282,-0.97792,27.0,15,269.89937680583625,24.312018817773435
2022-12-05T11:02:44Z,481.0,-121.0,7.5,-66.27,37.602317,-0.977893,26.6,14,273.26660094909977,24.365865548178583
2022-12-05T11:02:48Z,482.0,-87.0,7.0,-64.04,37.602352,-0.977867,26.6,14,276.58385239073203,24.418268213903946
2022-12-05T11:02:52Z,483.0,-111.0,9.0,-63.58,37.602393,-0.977843,26.4,15,279.9707537186851,24.471126664780062
2022-12-05T11:02:56Z,484.0,-105.0,7.0,-64.33,37.602427,-0.97783,25.9,14,282.23959127180143,24.506179345241115
2022-12-05T11:03:00Z,485.0,-107.0,10.2,-62.81,37.602457,-0.977803,25.3,14,285.5656206700956,24.557059214094874
2022-12-05T11:03:03Z,486.0,-101.0,7.0,-64.84,37.60248,-0.977783,25.1,15,288.070855734577,24.594993227236692
2022-12-05T11:03:07Z,487.0,-115.0,9.8,-62.76,37.60252,-0.977762,25.0,15,291.3142213895429,24.643616865509227
2022-12-05T11:03:11Z,488.0,-99.0,7.5,-64.55,37.602557,-0.977738,24.5,15,294.7298758503093,24.69424161161414
2022-12-05T11:03:15Z,489.0,-113.0,6.2,-67.04,37.602595,-0.977725,24.5,15,297.3156887548192,24.732178266616287
2022-12-05T11:03:20Z,490.0,-103.0,6.0,-67.11,37.602642,-0.977715,24.0,15,300.0755088848683,24.77230551272248
2022-12-05T11:03:24Z,491.0,-110.0,4.5,-68.25,37.602677,-0.977718,23.6,15,301.3267625398062,24.790377055439173
2022-12-05T11:03:28Z,492.0,-111.0,4.8,-70.55,37.602718,-0.977733,22.9,14,301.92380889312426,24.798973616590647
2022-12-05T11:03:32Z,493.0,-116.0,6.2,-69.44,37.602755,-0.977748,22.6,15,302.4083600286403,24.805937929935915
2022-12-05T11:03:36Z,494.0,-111.0,0.2,-75.43,37.602792,-0.977763,22.9,15,302.9538145029586,24.813764250852532
2022-12-05T11:03:40Z,495.0,-121.0,4.2,-76.52,37.60283,-0.977785,23.2,14,303.05617107928236,24.81523131897894
2022-12-05T11:03:44Z,496.0,-104.0,2.0,-76.07,37.602868,-0.977803,23.3,16,303.543301792108,24.822206538559062
2022-12-05T11:03:51Z,498.0,-115.0,-1.0,-79.71,37.602933,-0.977835,24.0,16,304.43630610071995,24.83496443758757
2022-12-05T11:03:55Z,499.0,-110.0,0.8,-79.18,37.602968,-0.977853,24.1,15,304.9388246324449,24.842127220046073
2022-12-05T11:03:59Z,500.0,-113.0,-2.8,-80.6,37.603005,-0.977867,24.2,15,305.9149053025154,24.856006379292023
2022-12-05T11:04:02Z,501.0,-117.0,0.8,-81.39,37.603027,-0.977887,24.4,15,305.63791293036104,24.852072254114418
2022-12-05T11:04:06Z,502.0,-114.0,1.0,-83.35,37.603053,-0.97792,24.4,15,304.64495580161343,24.837939916327812
2022-12-05T11:04:10Z,503.0,-121.0,-0.2,-82.13,37.603078,-0.977963,24.4,14,302.8999186071722,24.812991566327543
2022-12-05T11:04:14Z,504.0,-113.0,-2.0,-85.35,37.603097,-0.97801,24.4,14,300.5581250440166,24.779284728272962
2022-12-05T11:04:18Z,505.0,-121.0,1.0,-78.37,37.603117,-0.978053,24.5,14,298.6250841956714,24.751262852048505
2022-12-05T11:04:22Z,506.0,-110.0,0.2,-81.42,37.603127,-0.978108,24.8,14,295.2425370474092,24.701789286053085
2022-12-05T11:04:26Z,507.0,-117.0,1.2,-81.77,37.603135,-0.978167,25.1,14,291.48928484487357,24.646225947098696
2022-12-05T11:04:30Z,508.0,-111.0,-0.2,-80.82,37.60314,-0.978225,25.6,14,287.6589283797702,24.588778582359836
2022-12-05T11:04:34Z,509.0,-117.0,0.2,-80.11,37.603152,-0.978287,26.3,14,284.0534009775194,24.533999934616403
2022-12-05T11:04:47Z,512.0,-119.0,1.5,-78.87,37.603202,-0.978487,32.1,14,273.6935512781736,24.372645647564937
2022-12-05T11:04:50Z,513.0,-116.0,2.5,-77.78,37.603218,-0.978517,33.3,14,272.82836937530817,24.35889527357471
2022-12-05T11:04:54Z,514.0,-111.0,4.8,-76.44,37.603252,-0.978535,33.3,14,274.11430115678655,24.379316942460136
2022-12-05T11:04:58Z,515.0,-106.0,4.2,-77.91,37.603298,-0.978542,33.9,15,277.0703857777868,24.42590109396097
2022-12-05T11:05:03Z,516.0,-109.0,2.5,-75.45,37.603365,-0.978562,34.8,15,280.8638214956139,24.48495800658586
2022-12-05T11:05:07Z,517.0,-105.0,4.5,-74.52,37.603412,-0.978578,34.7,15,283.4944667446891,24.52544586736157
2022-12-05T11:05:11Z,518.0,-104.0,2.8,-73.72,37.603453,-0.97858,34.2,16,286.5932490106412,24.57265955942841
2022-12-05T11:05:15Z,519.0,-112.0,4.2,-72.74,37.603495,-0.97857,33.3,16,290.5464490868129,24.632155720775746
2022-12-05T11:05:19Z,520.0,-105.0,4.2,-72.98,37.603538,-0.978558,32.1,16,294.725453890466,24.694176452045223
2022-12-05T11:05:22Z,521.0,-107.0,8.2,-74.12,37.603567,-0.97856,31.5,15,296.94663885752806,24.7267841385655
2022-12-05T11:05:26Z,522.0,-102.0,4.2,-68.47,37.6036,-0.978575,30.9,16,298.7373369994549,24.75289505294047
2022-12-05T11:05:30Z,523.0,-98.0,7.0,-64.7,37.603633,-0.978565,30.3,16,302.0431195761842,24.80068947120177
2022-12-05T11:05:34Z,524.0,-112.0,1.8,-67.99,37.603658,-0.978547,28.9,16,305.16937530636505,24.845409486708235
2022-12-05T11:05:38Z,525.0,-119.0,6.0,-70.66,37.60368,-0.978525,27.8,15,308.28487549513534,24.88952218693011
2022-12-05T11:05:42Z,526.0,-103.0,7.5,-68.96,37.603703,-0.978503,26.8,16,311.4831841064746,24.934346055797924
2022-12-05T11:05:46Z,527.0,-101.0,5.5,-65.63,37.603693,-0.978507,25.8,16,310.42091729507126,24.919509779204077
2022-12-05T11:05:50Z,528.0,-102.0,5.8,-62.56,37.603655,-0.978527,24.6,15,306.1061485333573,24.858720530448707
2022-12-05T11:05:54Z,529.0,-97.0,4.8,-63.84,37.603617,-0.978537,23.3,15,302.3967979996086,24.80577188223139
2022-12-05T11:05:58Z,530.0,-99.0,7.0,-69.07,37.60358,-0.978512,22.1,16,300.9036244529155,24.7842741894786
2022-12-05T11:06:02Z,531.0,-113.0,5.2,-72.34,37.603548,-0.978483,21.7,15,300.1196343189103,24.772944086118734
2022-12-05T11:06:06Z,532.0,-105.0,5.0,-73.89,37.603503,-0.97847,22.0,16,297.3784670078664,24.733095183277367
2022-12-05T11:06:10Z,533.0,-107.0,5.2,-74.39,37.603458,-0.978458,22.9,16,294.6377755159617,24.692884269818354
2022-12-05T11:06:14Z,534.0,-108.0,5.2,-75.34,37.603423,-0.978453,23.6,16,292.2721842855166,24.657874852646124
2022-12-05T11:06:18Z,535.0,-110.0,8.2,-75.4,37.603387,-0.978437,24.8,16,290.5784237414749,24.632633635824433
2022-12-05T11:06:22Z,536.0,-113.0,0.0,-75.57,37.603352,-0.97843,25.8,16,288.42020055039643,24.600256744951636
2022-12-05T11:06:26Z,537.0,-113.0,2.2,-77.14,37.603303,-0.978417,27.3,15,285.6757581208536,24.55873388576551
2022-12-05T11:06:30Z,538.0,-105.0,2.5,-79.37,37.603255,-0.978383,29.0,15,284.50697743389594,24.540929217816366
2022-12-05T11:06:34Z,539.0,-115.0,-1.2,-77.03,37.603213,-0.97835,30.8,15,283.8125386413644,24.53031578374679
2022-12-05T11:06:39Z,540.0,-116.0,-1.0,-78.97,37.603165,-0.978315,32.4,15,282.9576541860285,24.51721446374527
2022-12-05T11:06:43Z,541.0,-109.0,3.8,-80.26,37.60314,-0.978287,31.2,15,283.25528068085913,24.521780150903517
2022-12-05T11:06:51Z,543.0,-111.0,-2.2,-81.01,37.603105,-0.978197,30.3,15,287.4062842680463,24.584962599467705
2022-12-05T11:06:55Z,544.0,-116.0,2.0,-79.28,37.60308,-0.97814,31.1,15,289.9672198980179,24.623489047194322
2022-12-05T11:06:59Z,545.0,-116.0,-2.5,-80.73,37.603058,-0.978085,31.6,15,292.65276005191527,24.663526243656758
2022-12-05T11:07:03Z,546.0,-113.0,-11.0,-81.81,37.603038,-0.978033,31.3,15,295.30865705377965,24.702761786128164
2022-12-05T11:07:07Z,547.0,-109.0,2.5,-80.97,37.603012,-0.977985,31.0,15,297.3794867236871,24.733110075283477
2022-12-05T11:07:10Z,548.0,-108.0,-2.2,-79.06,37.60299,-0.97795,30.8,15,298.7632323604447,24.753271494837552
